"","Contig","Condition_GF_vs_wt","Condition_GF_vs_bA.A","Condition_GF_vs_bJ.A","Condition_GF_vs_bE.A","Condition_bA.A_vs_wt","Condition_bJ.A_vs_wt","Condition_bE.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_GF","Condition_bE.A_bJ.A_bA.A_vs_GF_wt","ID_PANTHER","ID_PRINTS","ID_Pfam","ID_SMART","ID_SUPERFAMILY","Desc_PANTHER","Desc_PRINTS","Desc_Pfam","Desc_SMART","Desc_SUPERFAMILY","ID_KEGG","Desc_KEGG","ID_GO","SP","No.TM","vennLocation"
"1124","NVE23564",0,-0.433121554274528,0,0,0.507678786636355,0.371563133048793,0,0.619491241178345,0.544934008816519,0.776283209096617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0016021;GO:0005524;","N","0","Condition_GF_vs_bA.A"
"1125","NVE23572",0,-0.432140941529722,0,0,0.713104805682699,0.403466937151548,0.611265130635847,0.92431698517989,0.643353121026914,1.04511306517202,"PTHR43829;PTHR43829:SF9","PR00783","PF00230","","SSF81338",NA,"Major intrinsic protein family signature","Major intrinsic protein","",NA,"K09877","AQP9; aquaporin-9","GO:0015267;GO:0016021","N","3","Condition_GF_vs_bA.A"
"1126","NVE23581",0,-0.301371869233934,0,0,0.280061112759748,0,0,0.271229186994521,0,0.375845724562169,"PTHR13711;PTHR13711:SF137","PR00886","PF00505;PF12874","SM00451;SM00398","SSF47095;SSF57667",NA,"High mobility group (HMG1/HMG2) protein signature","HMG (high mobility group) box;Zinc-finger of C2H2 type","",NA,"","","GO:0003677;GO:0005634","N","0","Condition_GF_vs_bA.A"
"1127","NVE23594",-0.731586124215158,0.776901020022053,0,0,-1.50848714423721,-0.857381802509936,-1.38282502352483,-1.95658162732622,-1.22499550311106,-2.12105167458394,"PTHR24543","PR00453","PF00092;PF00754","SM00231;SM00327","SSF53300;SSF49785",NA,"Von Willebrand factor type A domain signature","von Willebrand factor type A domain;F5/8 type C domain","",NA,"","","GO:0070492","N","0","Condition_GF_vs_bA.A"
"1128","NVE23602",0,-0.433346704693567,0,0,0.595056982885557,0,0,0,0,0,"PTHR23050:SF263;PTHR23050","","PF00595;PF13833","SM00228;SM00054","SSF50156;SSF47473",NA,"","PDZ domain (Also known as DHR or GLGF);EF-hand domain pair","",NA,"K02183","CALM; calmodulin","GO:0005509","N","1","Condition_GF_vs_bA.A"
"1129","NVE23685",0,-0.510859792203649,0,0,0.935278993017157,0,0,0.789877431398277,0,0.770223485029621,"","","PF13148","","",NA,"","Protein of unknown function (DUF3987)","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"1130","NVE23694",0,0.537665876130809,0,0,-0.853545653428885,-0.453946951035322,-0.655877345623219,-1.05166965128909,-0.73578987399101,-1.19164002339018,"PTHR33395;PTHR33395:SF6","","","","",NA,"","","",NA,"","",NA,"Y","0","Condition_GF_vs_bA.A"
"1131","NVE23706",0,0.317437364246177,0,0,-0.463882944416386,-0.398146498038954,-0.324041893725477,-0.653063999596411,-0.506618419426202,-0.773122087718405,"PTHR10061","","PF00756","","SSF53474",NA,"","Putative esterase","",NA,"K01070","frmB; S-formylglutathione hydrolase [EC:3.1.2.12]","GO:0005737;GO:0018738;GO:0046294;GO:0052689","N","0","Condition_GF_vs_bA.A"
"1132","NVE23709",0,-0.55135527977141,0,0,0.545131445901932,0,0.339912222269051,0.618331451750178,0.624555285619656,0.828590782629805,"PTHR10270;PTHR10270:SF111","","PF12336;PF00505","SM00398","SSF47095",NA,"","SOX transcription factor;HMG (high mobility group) box","",NA,"","","GO:0003677;GO:0005634;GO:0006355","N","0;1","Condition_GF_vs_bA.A"
"1133","NVE23710",0,0.234434817543365,0,0,-0.310061035940745,0,0,-0.290875352510938,0,-0.337416764013547,"PTHR18902:SF25;PTHR18902","","","","SSF57997",NA,"","","",NA,"K20282","GCC2; GRIP and coiled-coil domain-containing protein 2",NA,"N","0;2","Condition_GF_vs_bA.A"
"1134","NVE23723",0,-0.384165821244174,0,0,0.38877853646836,0,0,0.426538667665814,0.421925952441628,0.565642644712361,"PTHR12114;PTHR12114:SF4","","PF00307","SM00033","SSF47576",NA,"","Calponin homology (CH) domain","",NA,"K06275","PARV; parvin","GO:0003779;GO:0007155;GO:0031532","N","0","Condition_GF_vs_bA.A"
"1135","NVE2377",0,0.349689581373568,0,0,-0.386467283966613,0,-0.319913672196531,-0.495079830751634,-0.458302128158589,-0.635588316731225,"PTHR16431","","PF03226","","",NA,"","Yippee zinc-binding/DNA-binding /Mis18; centromere assembly","",NA,"K11564","MIS18; kinetochore protein Mis18","GO:0000775;GO:0000785;GO:0005634;GO:0007059;GO:0034080;GO:0046872","N","0","Condition_GF_vs_bA.A"
"1136","NVE23819",0,-0.238624393609526,0,0,0.224478217784649,0,0,0.346192394591286,0.360338570416164,0.47102011623746,"PTHR19850:SF28;PTHR19850","PR00319;PR00320","PF00400","SM00320","SSF50978",NA,"Beta G protein (transducin) signature;G protein beta WD-40 repeat signature","WD domain; G-beta repeat","",NA,"K04536","GNB1; guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1","GO:0007165;GO:0016021","N","0","Condition_GF_vs_bA.A"
"1137","NVE23820",0,-0.391219168620523,0,0,0.462391983875244,0.348681476293407,0,0.591444717907322,0.520271902652601,0.741144057130151,"PTHR24073;PTHR24073:SF483","PR00449","PF00071","SM00174;SM00175;SM00173;SM00176","SSF52540",NA,"Transforming protein P21 ras signature","Ras family","",NA,"K07903","RAB10; Ras-related protein Rab-10","GO:0003924;GO:0005525;GO:0006904;GO:0009306;GO:0017157","N","0","Condition_GF_vs_bA.A"
"1138","NVE23824",0,0.429204134793755,0,0,-0.324192013222265,0,0,0,-0.393162180864446,-0.45420852166679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"Condition_GF_vs_bA.A"
"1139","NVE23851",0,0.468438915748303,0,0,-0.602541670885071,-0.273312472331581,-0.400297927930705,-0.712049727522152,-0.577946972385384,-0.859998144197987,"PTHR23113:SF197;PTHR23113","","PF00617;PF00618","SM00147","SSF48366",NA,"","RasGEF domain;RasGEF N-terminal motif","",NA,"","","GO:0005085;GO:0005622;GO:0007264;GO:0043547","N","0","Condition_GF_vs_bA.A"
"1140","NVE23864",0.406558953870299,-0.49658937423997,0,0,0.90314832811027,0.595158071665091,0.661298530372463,1.13313984269872,0.726580888828419,1.23981343255297,"PTHR13164:SF3;PTHR13164","","PF04969;PF09032","","SSF49764;SSF140106",NA,"","CS domain;Siah interacting protein; N terminal","",NA,"K04507","CACYBP; calcyclin binding protein","GO:0015631;GO:0031625;GO:0044548","N","0","Condition_GF_vs_bA.A"
"1141","NVE239",0,0.328892896373302,0,0,-0.435904509123272,-0.251756597852637,-0.315970379099615,-0.559373862968821,-0.452362250218852,-0.674491061772203,"PTHR12993;PTHR12993:SF11","","PF02585","","SSF102588",NA,"","GlcNAc-PI de-N-acetylase","",NA,"K03434","PIGL; N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89]","GO:0016021","N","1","Condition_GF_vs_bA.A"
"1142","NVE23913",0,-0.396204822800804,0,0,0.62430098827415,0,0.304921489754227,0.651619223686105,0.423523058212759,0.716761080670515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0016021;GO:0004164;GO:0017183","Y","1","Condition_GF_vs_bA.A"
"1143","NVE23915",0,-1.02606137287729,0,0,0.959228862381437,0,0,0.886235403210259,0.953067913706112,1.22620185562225,"PTHR33361;PTHR33361:SF2","","PF05960","","",NA,"","Bacterial protein of unknown function (DUF885)","",NA,"","","GO:0016021;GO:0004930;GO:0007166","N","0","Condition_GF_vs_bA.A"
"1144","NVE23931",0,-0.579815275809895,0,0,0.741315529326301,0,0.567768382727359,0.922853996463858,0.761353742947451,1.12280473465024,"PTHR11711;PTHR11711:SF307","PR00328","PF00025","SM00177;SM00175;SM00178","SSF52540",NA,"GTP-binding SAR1 protein signature","ADP-ribosylation factor family","",NA,"K07939","ARF4; ADP-ribosylation factor 4","GO:0005525;GO:0005622;GO:0005154;GO:0005794;GO:0005829;GO:0006471;GO:0006890;GO:0007612;GO:0016477;GO:0031584;GO:0032587;GO:0043066;GO:0043197;GO:0045176;GO:0045197;GO:0045944;GO:0060996;GO:0061512;GO:2000377;;GO:0016787;GO:0005737;GO:0005886;GO:0015031;GO:0016192","N","0","Condition_GF_vs_bA.A"
"1145","NVE23937",0,0.443593071606926,0,0,-0.408613271587464,0,0,-0.461842957548716,0,-0.639110794203313,"PTHR24559:SF222;PTHR24559","","","","SSF56672",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"1146","NVE23946",-0.895681507198881,0.637366179935938,0,0,-1.53304768713482,-1.14189788300683,-1.15896841385499,-1.94207554064957,-1.04639403345069,-1.99231325512422,"PTHR11319;PTHR24373;PTHR24373:SF239","","PF13855;PF00530","SM00202;SM00369","SSF56487;SSF49899;SSF52058;SSF57184",NA,"","Leucine rich repeat;Scavenger receptor cysteine-rich domain","",NA,"","","GO:0005044;GO:0016021","N","2;4","Condition_GF_vs_bA.A"
"1147","NVE23966",0,0.181619831497885,0,0,-0.137560912453433,0,0,0,0,0,"PTHR22950;PTHR22950:SF264","","PF01490","","",NA,"","Transmembrane amino acid transporter protein","",NA,"K14996","SLC38A10; solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 10","GO:0003333;GO:0015171;GO:0016021","N","11","Condition_GF_vs_bA.A"
"1148","NVE23970",0,-0.308519428881949,0,0,0.273992677295452,0,0,0,0,0.336206188829529,"PTHR20931:SF1;PTHR20931","","","SM00028","SSF48452",NA,"","","",NA,"K19683","TTC30; tetratricopeptide repeat protein 30","GO:0005929;GO:0030992;GO:0042073;GO:0060271","N","0","Condition_GF_vs_bA.A"
"1149","NVE23985",0.246759451744107,-0.419023109508986,0,0,0.665782561253093,0,0.23092153289318,0.471097197190978,0,0.463622917180448,"PTHR24412:SF386;PTHR24412","","PF00651;PF01344;PF07707","SM00612;SM00225;SM00875","SSF54695;SSF117281",NA,"","BTB/POZ domain;Kelch motif;BTB And C-terminal Kelch","",NA,"","","GO:0005737;GO:0007286;GO:0008584;GO:0009566;GO:0016567;GO:0031463","N","0","Condition_GF_vs_bA.A"
"1150","NVE2400",0,-0.373825887823232,0,0,0.251297781460242,0,0,0,0.362227297595497,0.401283916938132,"PTHR11829:SF179;PTHR11829","PR00053","PF16676;PF00250","SM00339","SSF46785",NA,"Fork head domain signature","Transactivation domain of FOXO protein family;Forkhead domain","",NA,"","","GO:0003700;GO:0005634;GO:0006351;GO:0043565","N","0","Condition_GF_vs_bA.A"
"1151","NVE24009",0,-0.490725787612837,0,0,0.865345602043734,0.680169649819963,0.72894169874844,1.21482677457991,0.840206960149011,1.37002204816513,"PTHR11387:SF2;PTHR11387","","PF02297","","SSF47694",NA,"","Cytochrome oxidase c subunit VIb","",NA,"K02267","COX6B; cytochrome c oxidase subunit 6b","GO:0005739","N","0","Condition_GF_vs_bA.A"
"1152","NVE24012",0,0.486265623645271,0,0,-0.782862704644156,-0.40994080455565,-0.548164998881256,-0.925941698069291,-0.629344617070406,-1.03685802207629,"PTHR12436:SF4;PTHR12436","","PF03399","","",NA,"","SAC3/GANP family","",NA,"","",NA,"N","0;2","Condition_GF_vs_bA.A"
"1153","NVE2402",0,0.708828998868695,0,0,-0.704769819611679,0,0,-0.805990213713609,-0.810049392970625,-1.07735994942233,"PTHR22904;PTHR22904:SF386","","","","SSF48371",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"1154","NVE24033",0,-0.830862483515973,0,0,0.92049507838506,0,0,0,0,0,"PTHR24070:SF263;PTHR24070","PR00449","PF00071","SM00174;SM00173;SM00175","SSF52540",NA,"Transforming protein P21 ras signature","Ras family","",NA,"K07841","DIRAS2; DIRAS family, GTP-binding Ras-like 2","GO:0003924;GO:0005525;GO:0007165;GO:0016020","N","0","Condition_GF_vs_bA.A"
"1155","NVE24072",0,0.632447362041131,0,0,-1.07852129063289,0,-0.561299431813657,-1.01924700700824,-0.573173078416476,-1.06161365903784,"PTHR11690;PTHR11690:SF222","PR01078","PF00858","","",NA,"Amiloride-sensitive sodium channel alpha-subunit signature","Amiloride-sensitive sodium channel","",NA,"","","GO:0005272;GO:0016021","N","2","Condition_GF_vs_bA.A"
"1156","NVE24080",0,0.161111589508674,0,0,0,0,0,0,0,0,"PTHR23139:SF78;PTHR23139","","PF00076","SM00361;SM00360","SSF54928",NA,"","RNA recognition motif. (a.k.a. RRM; RBD; or RNP domain)","",NA,"K12837","U2AF2; splicing factor U2AF 65 kDa subunit","GO:0000243;GO:0006397;GO:0008187;GO:0008380;GO:0016607;GO:0030628;GO:0071004;GO:0089701;GO:0003723;GO:0005634","N","0;1","Condition_GF_vs_bA.A"
"1157","NVE24095",0,0.567830664257415,0,0,-0.883312552121497,0,-0.539736425657132,-0.947493860985252,-0.63201197312117,-1.05300421450017,"PTHR10877;PTHR10877:SF175;PTHR10877:SF150","PR01433","PF00801;PF08016;PF01477;PF01825","SM00089;SM00303;SM00308","SSF49299;SSF49723",NA,"Polycystic kidney disease type 2 protein (PKD2) signature","PKD domain;Polycystin cation channel;PLAT/LH2 domain;GPCR proteolysis site; GPS; motif","",NA,"K04988","PKD1L2; polycystin 1L2",NA,"N","12;0;2","Condition_GF_vs_bA.A"
"1158","NVE24124",0,0.25524175592691,0,0,0,0,0,0,-0.288732676602542,0,"PTHR14463:SF10;PTHR14463","","PF06762","","",NA,"","Lipase maturation factor","",NA,"","","GO:0005789;GO:0016021;GO:0051604","N","4","Condition_GF_vs_bA.A"
"1159","NVE24132",0,0.426693537132277,0,0,-0.585613373676219,0,-0.438837903303669,-0.71694182996488,-0.558021993420938,-0.849976309610305,"PTHR12375;PTHR12375:SF31","","PF03194","","",NA,"","LUC7 N_terminus","",NA,"K13212","LUC7L2; RNA-binding protein Luc7-like 2","GO:0003729;GO:0005685;GO:0006376;GO:0071004","N","0","Condition_GF_vs_bA.A"
"1160","NVE24135",0,-0.398069087423414,0,0,0.472475296751444,0.287502249258232,0.292037171894641,0.601446843673273,0.527040634345244,0.752324571460765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0005750;GO:0006122;GO:0008121;GO:0016021;GO:0005739;GO:0021539;GO:0021548;GO:0021680;GO:0021766;GO:0021794;GO:0021854;GO:0021860;GO:0030901",NA,NA,"Condition_GF_vs_bA.A"
"1161","NVE24161",0,-0.288825908019269,0,0,0.27736159437273,0,0,0.314942815224326,0.326407128870866,0.427566189427993,"PTHR10334:SF315;PTHR10334","PR00837","PF00188","SM00198","SSF55797",NA,"Allergen V5/Tpx-1 family signature","Cysteine-rich secretory protein family","",NA,"","",NA,"Y","0","Condition_GF_vs_bA.A"
"1162","NVE24168",0,-0.387071481852718,0,0,0.682747865851226,0.319840317869228,0.502719733973481,0.784914704306033,0.489238320307525,0.849434927001476,"PTHR10799:SF887;PTHR10799","","PF00271;PF09111;PF09110;PF00176","SM00487;SM00490;SM00717","SSF101224;SSF46689;SSF52540",NA,"","Helicase conserved C-terminal domain;SLIDE;HAND;SNF2 family N-terminal domain","",NA,"K11654","SMARCA5; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:3.6.4.-]","GO:0003677;GO:0004386;GO:0005524;GO:0016589;GO:0016887;GO:0031491;GO:0043044","N","0","Condition_GF_vs_bA.A"
"1163","NVE24176",0,0.5654443084782,0,0,-1.00325086246415,0,-0.86136178491452,-1.23207987959098,-0.794273325605029,-1.35090242289582,"PTHR43919:SF3;PTHR43919","PR00237","PF00001","SM01381","SSF81321",NA,"Rhodopsin-like GPCR superfamily signature","7 transmembrane receptor (rhodopsin family)","",NA,"","","GO:0004930;GO:0016021","N","7;0","Condition_GF_vs_bA.A"
"1164","NVE24187",0,-0.444864478409533,0,0,0.468729142051015,0,0,0.617192875260915,0.593328211619433,0.807013815087153,"PTHR31389;PTHR31389:SF4","","PF07801","","",NA,"","Protein of unknown function (DUF1647)","",NA,"","","GO:0016021","N","1","Condition_GF_vs_bA.A"
"1165","NVE24199",0,0.612169807684281,0,0,-0.56857394114449,0,0,0,0,0,"PTHR11588:SF237;PTHR11588","PR01161;PR01162","PF00091;PF03953","SM00865;SM00864","SSF55307;SSF52490",NA,"Tubulin signature;Alpha-tubulin signature","Tubulin/FtsZ family; GTPase domain;Tubulin C-terminal domain","",NA,"K07374","TUBA; tubulin alpha","GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007017;GO:0005737;GO:0005524;GO:0016021;GO:0042626;GO:0000235;GO:0005813;GO:0007094;GO:0019730;GO:0048471","N","0","Condition_GF_vs_bA.A"
"1166","NVE24207",-0.541701312899054,0.64650107587434,0,0,-1.18820238877339,0,0,-0.780201970773383,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0016491;GO:0004497;GO:0071949","N","0","Condition_GF_vs_bA.A"
"1167","NVE24210",0,-0.457583052677868,0,0,0.448568635570658,0,0,0.568736308826568,0.577750725933778,0.764324315119639,"PTHR11849:SF173;PTHR11849","","PF02198;PF00240","SM00251","SSF54236;SSF47769",NA,"","Sterile alpha motif (SAM)/Pointed domain;Ubiquitin family","",NA,"","","GO:0005634;GO:0043565","N","0","Condition_GF_vs_bA.A"
"1168","NVE2426",0,0.562095380260535,0,0,-0.570843113506048,0,0,-0.539995261246016,-0.531247528000503,-0.714162429687718,"PTHR14186:SF20;PTHR14186","PR00759","PF02822;PF00014;PF00219","SM00121;SM00131;SM00280","SSF57262;SSF100895;SSF57362;SSF57184",NA,"Basic protease (Kunitz-type) inhibitor family signature","Antistasin family;Kunitz/Bovine pancreatic trypsin inhibitor domain;Insulin-like growth factor binding protein","",NA,"","",NA,"Y","0","Condition_GF_vs_bA.A"
"1169","NVE24284",0,-0.764683411281327,0,0,0.9002352659875,0,0.616093053851993,0.938462638958296,0.802910784252123,1.16091529882233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0005887;GO:0006828;GO:0015279;GO:0051480;GO:0005262;GO:0016021","N","0","Condition_GF_vs_bA.A"
"1170","NVE24290",0.716688649121912,0.607976030910173,0,0,0,0.50822749693976,0,0,0,0,"PTHR12550","","","","",NA,"","","",NA,"","",NA,"N;Y","0;1","Condition_GF_vs_bA.A"
"1171","NVE24304",0,-0.414589653014506,0,0,0.401411759339223,0,0,0.49733980276333,0.510517696438614,0.671904602221851,"PTHR10404;PTHR10404:SF46","","PF04253;PF02225;PF04389","","SSF53187;SSF47672;SSF52025",NA,"","Transferrin receptor-like dimerisation domain;PA domain;Peptidase family M28","",NA,"","",";GO:0004180;GO:0016021","N","1","Condition_GF_vs_bA.A"
"1172","NVE24308",0,-0.467890617816609,0,0,0.590600467621259,0,0,0.681046396692449,0.5583365468878,0.826254851484536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GO:0016301;GO:0016021;GO:0003723;GO:0004525;GO:0005524;GO:0006396;GO:0031047",NA,NA,"Condition_GF_vs_bA.A"
"1173","NVE24311",0,-0.495662651860951,0,0,0.586239068354938,0,0,0.633753673595818,0,0.784620277319528,"PTHR12053;PTHR12053:SF3","","PF04389","","SSF53187",NA,"","Peptidase family M28","",NA,"K01302","CPQ; carboxypeptidase Q [EC:3.4.17.-]","GO:0004180","Y","0","Condition_GF_vs_bA.A"
"1174","NVE24316",0,-0.490587950027202,0,0,0.566114756926682,0,0,0.496577128458399,0,0.611751351452454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0;3","Condition_GF_vs_bA.A"
"1175","NVE24336",0,0.683933731360227,0,0,-1.09158969898506,-0.567151810305289,-0.778638127289576,-1.29936499977968,-0.891709032154842,-1.46071635055497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"1176","NVE24337",0,0.677443695240929,0,0,-1.12028558117547,-0.649159784694906,-0.786632523420051,-1.35650959658388,-0.913667710649342,-1.51345185700261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"1177","NVE2437",0,-0.305986789714717,0,0,0,0,0,0,0,0,"PTHR19282;PTHR19282:SF261","PR00259","PF00335","","SSF48652",NA,"Transmembrane four family signature","Tetraspanin family","",NA,"","","GO:0005887;GO:0007166;GO:0016021","N","4;0","Condition_GF_vs_bA.A"
"1178","NVE24376",0,0.479244043968066,0,0,-0.743510420057712,0,-0.590400185634189,-0.881032492080458,-0.616766115990813,-0.998532886749146,"PTHR23322","","","","",NA,"","","",NA,"","",NA,"N;Y","0","Condition_GF_vs_bA.A"
"1179","NVE24378",0,0.818102123434229,0,0,-0.964611978097465,0,0,-0.681147080516484,-0.534637225853248,-0.810523321418611,"PTHR43775","","PF16197;PF08659;PF00975;PF00698;PF14765;PF00109;PF02801","SM00827;SM00826;SM00822;SM00825","SSF53474;SSF55048;SSF51735;SSF47336;SSF53901;SSF52151;SSF50129",NA,"","Ketoacyl-synthetase C-terminal extension;KR domain;Thioesterase domain;Acyl transferase domain;Polyketide synthase dehydratase;Beta-ketoacyl synthase; N-terminal domain;Beta-ketoacyl synthase; C-terminal domain","Acyl transferase domain in polyketide synthase (PKS) enzymes.;;This enzymatic domain is part of bacterial polyketide synthases and catalyses the first step in the reductive modification of the beta-carbonyl centres in the growing polyketide chain. It uses NADPH to reduce the keto group to a hydroxy group.;Beta-ketoacyl synthase",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"1180","NVE24379",-0.309556867710747,0.511424378528161,0,0,-0.820981246238909,-0.361304806070619,-0.446173149421414,-0.853252382364906,-0.543695514654158,-0.931298924337177,"PTHR10796:SF92;PTHR10796","","PF02460","","SSF82866",NA,"","Patched family","",NA,"","","GO:0016021;GO:0022857","N","10","Condition_GF_vs_bA.A"
"1181","NVE24382",0.591991895369644,-0.436422890322821,0,0,1.02841478569247,0.734687717945917,0.867183867289601,1.34137547399789,0.749383578628248,1.39383902709329,"PTHR10802;PTHR10802:SF1","","PF04843;PF01459","","",NA,"","Herpesvirus tegument protein; N-terminal conserved region;Eukaryotic porin","",NA,"","","GO:0005742;GO:0008320;GO:0030150","N","1","Condition_GF_vs_bA.A"
"1182","NVE24395",0,0.719332005008166,0,0,-1.13762251616337,-0.678729823758064,-0.93524624151021,-1.48364270983589,-1.06535219868068,-1.69933013447856,"PTHR12305:SF47;PTHR12305","","","","",NA,"","","",NA,"","","GO:0005887;GO:0030171","N","4","Condition_GF_vs_bA.A"
"1183","NVE24402",-0.515428238785943,-0.468351708896667,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"1184","NVE24412",0,-0.311786270193871,0,0,0.369495927164473,0,0,0.405132290926799,0.347422633956196,0.501702893519771,"PTHR24098;PTHR24098:SF11","","PF00400","SM00320","SSF50978",NA,"","WD domain; G-beta repeat","",NA,"K19678","IFT80; intraflagellar transport protein 80","GO:0005813;GO:0005929;GO:0030992;GO:0060271","N","0","Condition_GF_vs_bA.A"
"1185","NVE24414",0,-0.514978281896115,0,0,0.585581477659577,0,0.443045060086709,0.726729190884836,0.656125995121374,0.921903087319904,"PTHR19960:SF25;PTHR19960","PR00511","PF03148","","",NA,"Tektin signature","Tektin family","",NA,"K18628","TEKT1; tektin-1","GO:0005634;GO:0030317;GO:0036126;GO:0060271;GO:0060294","N","0","Condition_GF_vs_bA.A"
"1186","NVE24426",-0.860806001997631,0.973232210835684,0,0,-1.83403821283332,-1.11000722785814,-1.28676622674365,-2.19416427863533,-1.33335827663769,-2.35168197103759,"PTHR44734","PR00453","PF00092","SM00409;SM00327","SSF48726;SSF53300",NA,"Von Willebrand factor type A domain signature","von Willebrand factor type A domain","",NA,"","",NA,"N","0;2","Condition_GF_vs_bA.A"
"1187","NVE24441",0,0.462908338634853,0,0,-0.540074330017627,0,-0.44919521422214,-0.709325063158437,-0.632159071775664,-0.894323169933287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",";GO:0004930;GO:0016021","N","0","Condition_GF_vs_bA.A"
"1188","NVE24472",0,-0.72288226648282,0,0,0.735069518377246,0,0,0.58290761553191,0.570720363637484,0.769085003591615,"PTHR44530","","","","",NA,"","","",NA,"","","GO:0003676","N","0","Condition_GF_vs_bA.A"
"1189","NVE24554",0,0.489816217679668,0,0,-0.675205743119001,0,-0.435491433248592,-0.739806109907156,-0.554416584467822,-0.862815456345957,"PTHR19847;PTHR19847:SF8","","PF00400","SM00320","SSF50978",NA,"","WD domain; G-beta repeat","",NA,"","","GO:0005634;GO:0016021","N","0","Condition_GF_vs_bA.A"
"1190","NVE2456",-0.623677812875468,0.439445082065432,0,0,-1.0631228949409,-0.537102283575666,-0.95462724615409,-1.28343983013598,-0.659762017260515,-1.29546831452785,"PTHR43939","","","","SSF57997",NA,"","","",NA,"K20478","GOLGB1; golgin subfamily B member 1",NA,"N","0","Condition_GF_vs_bA.A"
"1191","NVE24579",0,-2.06458990861054,0,0,2.12235547523171,0,0.587095295856865,1.73617685246337,1.67841128584219,2.27639179848781,"PTHR34716:SF1;PTHR34716;PTHR34844","","","","",NA,"","","",NA,"","",NA,"N","0","Condition_GF_vs_bA.A"
"1192","NVE24608",0,-0.273664998193702,0,0,0.383701617210298,0,0,0.356045331006213,0,0.401368992402783,"PTHR43563;PTHR43563:SF3","PR00757","PF01593","","SSF54373;SSF51905",NA,"Flavin-containing amine oxidase signature","Flavin containing amine oxidoreductase","",NA,"K00274","MAO; monoamine oxidase [EC:1.4.3.4]","GO:0016491;GO:0016021","N","0","Condition_GF_vs_bA.A"
"1193","NVE24611",0,0.336428566499261,0,0,-0.604181663510014,-0.33958159088233,-0.363373750210063,-0.677180520272403,-0.40942742326165,-0.724405665426652,"PTHR23327:SF6;PTHR23327","","PF02190;PF02872;PF13923","SM00464;SM00248;SM00184;SM00028","SSF57850;SSF48452;SSF88697;SSF48403;SSF55816",NA,"","ATP-dependent protease La (LON) substrate-binding domain;5'-nucleotidase; C-terminal domain;Zinc finger; C3HC4 type (RING finger)","",NA,"","","GO:0000209;GO:0005622;GO:0031624;GO:0032436;GO:0061630","N","0","Condition_GF_vs_bA.A"
"1194","NVE24626",0,0.573643555134102,0,0,-0.768867357037484,0,-0.641153068865373,-0.930590567923708,-0.735366766020326,-1.11063845760632,"PTHR10334:SF192;PTHR10334","PR00837","PF00188","SM00198","SSF55797",NA,"Allergen V5/Tpx-1 family signature","Cysteine-rich secretory protein family","",NA,"","","GO:0005576","N","0","Condition_GF_vs_bA.A"
"1195","NVE24653",0,-0.483346669993877,0,0,0.494602190247376,0,0,0.561203992716274,0.549948472462776,0.740767929107399,"PTHR33802","","PF03073","","",NA,"","TspO/MBR family","",NA,"","","GO:0016021","N","7","Condition_GF_vs_bA.A"
"1196","NVE24657",0,-0.308905538385654,0,0,0.47287514390936,0.408892989573254,0.349536546410379,0.673195404408303,0.509225798884597,0.788280436626942,"PTHR24073;PTHR24073:SF588","PR00449","PF00071","SM00175;SM00173;SM00174;SM00176","SSF52540",NA,"Transforming protein P21 ras signature","Ras family","",NA,"","","GO:0003924;GO:0005525","N;Y","0","Condition_GF_vs_bA.A"
"1197","NVE24697",0,-0.255794800172079,0,0,0,0,0,0,0.311960839212112,0.358755895170665,"PTHR10127;PTHR10127:SF781","PR00480","PF01400","SM00235","SSF55486",NA,"Astacin family signature","Astacin (Peptidase family M12A)","",NA,"","","GO:0004222;GO:0008270","Y;N","0","Condition_GF_vs_bA.A"
